[2026-03-06T05:46:00.393527][INFO] 配置已更新: console_log=error retry_mode=polling
[2026-03-06T05:54:35.940229][DEBUG] ✓ UDP://udp.tracker.projectk.org:23333 (2602:f93b:131:a:be24:11ff:fe79:fff7) 252ms
[2026-03-06T05:54:35.940630][DEBUG] ✓ TCP://tracker.dhitechnical.com:6969 (140.235.237.23) 282ms
[2026-03-06T05:54:35.949366][DEBUG] ✓ UDP://tracker.qu.ax:6969 (43.250.54.137) 263ms
[2026-03-06T05:54:35.952408][DEBUG] ✓ UDP://tracker.breizh.pm:6969 (82.67.183.86) 276ms
[2026-03-06T05:54:35.952804][DEBUG] ✓ UDP://tracker.riverarmy.xyz:6969 (18.232.197.8) 264ms
[2026-03-06T05:54:35.956788][DEBUG] ✓ TCP://ttk2.nbaonlineservice.com:80 (54.39.48.3) 306ms
[2026-03-06T05:54:35.963302][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.66.132.230) 163ms
[2026-03-06T05:54:35.963860][DEBUG] ✓ UDP://tracker.waaa.moe:6969 (216.144.239.90) 297ms
[2026-03-06T05:54:35.968837][DEBUG] ✓ UDP://tracker.bluefrog.pw:2710 (2a00:16b0:242:25::14) 297ms
[2026-03-06T05:54:35.977723][DEBUG] ✓ UDP://bittorrent-tracker.e-n-c-r-y-p-t.net:1337 (2605:6400:30:fad6::dead:c0d3) 297ms
[2026-03-06T05:54:35.978689][DEBUG] ✓ UDP://tracker.t-1.org:6969 (2605:6400:30:f8f3:1f:b20a:a8c1:1337) 316ms
[2026-03-06T05:54:35.979498][DEBUG] ✓ UDP://51.81.222.188:6969 (51.81.222.188) 325ms
[2026-03-06T05:54:35.980219][DEBUG] ✓ UDP://evan.im:6969 (74.119.150.221) 292ms
[2026-03-06T05:54:35.981517][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (2606:4700:3036::6815:3985) 168ms
[2026-03-06T05:54:35.982983][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (2606:4700:3035::ac43:a410) 169ms
[2026-03-06T05:54:35.987512][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.67.187.230) 175ms
[2026-03-06T05:54:36.001490][DEBUG] ✓ UDP://44.30.4.70:6969 (44.30.4.70) 289ms
[2026-03-06T05:54:36.018139][DEBUG] ✓ UDP://open.demonii.com:1337 (2a06:1280:f115::2) 327ms
[2026-03-06T05:54:36.052907][DEBUG] ✓ UDP://6ahddutb1ucc3cp.ru:6969 (185.189.13.108) 370ms
[2026-03-06T05:54:36.074866][DEBUG] ✓ TCP://2c0f:f4c0::108:80 (2c0f:f4c0::108) 424ms
[2026-03-06T05:54:36.143569][DEBUG] ✓ UDP://t.overflow.biz:6969 (187.56.163.25) 460ms
[2026-03-06T05:54:45.702923][DEBUG] ✓ UDP://bt.rer.lol:6969 (2408:8248:412:cf90::1) 2ms
[2026-03-06T05:54:45.867743][DEBUG] ✓ UDP://tracker.therarbg.to:6969 (84.54.51.78) 183ms
[2026-03-06T05:54:45.895564][DEBUG] ✓ UDP://2001:41d0:2:52b1::1:6969 (2001:41d0:2:52b1::1) 225ms
[2026-03-06T05:54:45.898637][DEBUG] ✓ UDP://176.123.1.180:6969 (176.123.1.180) 227ms
[2026-03-06T05:54:45.935462][DEBUG] ✓ UDP://bandito.byterunner.io:6969 (103.251.166.126) 249ms
[2026-03-06T05:54:45.935899][DEBUG] ✓ UDP://ns575949.ip-51-222-82.net:6969 (51.222.82.36) 249ms
[2026-03-06T05:54:45.963327][DEBUG] ✓ UDP://tracker.ixuexi.click:6969 (173.201.36.219) 262ms
[2026-03-06T05:54:45.968747][DEBUG] ✓ UDP://tracker.srv00.com:6969 (147.45.77.75) 267ms
[2026-03-06T05:54:55.727528][DEBUG] ✓ UDP://speedtest.iperson.xyz:6969 (240e:355:7f1f:d900:e2e1:a9ff:fe1a:1f93) 42ms
[2026-03-06T05:54:55.956328][DEBUG] ✓ UDP://tracker.1h.is:1337 (2605:6400:30:f922:35d4:58f4:75eb:1337) 286ms
[2026-03-06T05:54:55.958711][DEBUG] ✓ UDP://tracker.qu.ax:6969 (2406:4fc0:1002::137) 258ms
[2026-03-06T05:54:56.062636][DEBUG] ✓ UDP://tracker.breizh.pm:6969 (2a01:e0a:ebd:2640:ba27:ebff:fe2c:db88) 361ms
[2026-03-06T05:55:10.917740][DEBUG] ✓ UDP://tracker.opentrackr.org:1337 (93.158.213.92) 217ms
[2026-03-06T05:55:13.793996][INFO] 配置已更新: 排行统计周期=30d
[2026-03-06T05:55:14.154567][INFO] 配置已更新: 排行统计周期=7d
[2026-03-06T05:55:14.553365][INFO] 配置已更新: 排行统计周期=24h
[2026-03-06T05:55:40.902399][DEBUG] ✓ UDP://udp.tracker.projectk.org:23333 (23.175.184.30) 217ms
[2026-03-06T05:55:40.963883][DEBUG] ✓ UDP://tracker.srv00.com:6969 (91.186.213.204) 263ms
[2026-03-06T05:55:40.966906][INFO] 轮检完成 | 总:128 [v4:98 v6:30] | 在线:128 [v4:98 v6:30]
[2026-03-06T05:56:10.987110][DEBUG] ✓ TCP://ipv6.rer.lol:6969 (2408:8248:481:5b:5d95:b88b:f1ea:c8e7) 0ms
[2026-03-06T05:56:11.034026][DEBUG] ✓ UDP://admin.52ywp.com:6969 (60.172.236.18) 42ms
[2026-03-06T05:56:11.034527][DEBUG] ✓ UDP://bt.rer.lol:6969 (2408:8248:412:cf90::1) 19ms
[2026-03-06T05:56:11.046399][DEBUG] ✓ UDP://tracker.iperson.xyz:6969 (120.78.150.131) 30ms
[2026-03-06T05:56:11.068506][DEBUG] ✓ UDP://speedtest.iperson.xyz:6969 (240e:355:7f1f:d900:e2e1:a9ff:fe1a:1f93) 50ms
[2026-03-06T05:56:11.133483][DEBUG] ✓ TCP://207.241.226.111:6969 (207.241.226.111) 147ms
[2026-03-06T05:56:11.149239][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.25) 163ms
[2026-03-06T05:56:11.152325][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.30) 167ms
[2026-03-06T05:56:11.152772][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.93.241) 158ms
[2026-03-06T05:56:11.153181][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.27) 168ms
[2026-03-06T05:56:11.153549][DEBUG] ✓ TCP://ipv4.rer.lol:2710 (211.97.119.76) 0ms
[2026-03-06T05:56:11.153850][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.28) 169ms
[2026-03-06T05:56:11.155388][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.198) 161ms
[2026-03-06T05:56:11.156504][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.161) 162ms
[2026-03-06T05:56:11.156857][DEBUG] ✓ TCP://tracker.renfei.net:8080 (172.67.162.102) 170ms
[2026-03-06T05:56:11.158247][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.25) 163ms
[2026-03-06T05:56:11.158601][DEBUG] ✓ TCP://tracker.renfei.net:8080 (2606:4700:3032::6815:3ab0) 170ms
[2026-03-06T05:56:11.158645][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.24) 173ms
[2026-03-06T05:56:11.158689][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.79) 165ms
[2026-03-06T05:56:11.159922][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.26) 175ms
[2026-03-06T05:56:11.160642][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.32) 176ms
[2026-03-06T05:56:11.160937][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.29) 175ms
[2026-03-06T05:56:11.162277][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (172.67.181.132) 164ms
[2026-03-06T05:56:11.162621][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.93.3) 168ms
[2026-03-06T05:56:11.162933][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (2606:4700:3034::6815:36ba) 172ms
[2026-03-06T05:56:11.163208][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.165) 171ms
[2026-03-06T05:56:11.163588][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.23) 178ms
[2026-03-06T05:56:11.163637][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (2606:4700:3035::ac43:8d1a) 172ms
[2026-03-06T05:56:11.163673][DEBUG] ✓ TCP://tracker.renfei.net:8080 (2606:4700:3037::ac43:a266) 176ms
[2026-03-06T05:56:11.164472][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (104.25.73.167) 172ms
[2026-03-06T05:56:11.164523][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (104.18.19.205) 172ms
[2026-03-06T05:56:11.165161][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (2606:4700:3034::ac43:b584) 167ms
[2026-03-06T05:56:11.165210][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.137) 170ms
[2026-03-06T05:56:11.165494][DEBUG] ✓ TCP://tracker.renfei.net:8080 (104.21.58.176) 178ms
[2026-03-06T05:56:11.166074][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.83) 172ms
[2026-03-06T05:56:11.166135][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (2606:4700:3034::6815:1258) 168ms
[2026-03-06T05:56:11.166179][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.93.55) 174ms
[2026-03-06T05:56:11.167005][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.171) 173ms
[2026-03-06T05:56:11.167058][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.31) 180ms
[2026-03-06T05:56:11.167094][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.35) 173ms
[2026-03-06T05:56:11.167132][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.240) 171ms
[2026-03-06T05:56:11.167175][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.243) 171ms
[2026-03-06T05:56:11.168561][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.212) 171ms
[2026-03-06T05:56:11.168607][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.29) 173ms
[2026-03-06T05:56:11.168648][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.52) 177ms
[2026-03-06T05:56:11.169897][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.23) 174ms
[2026-03-06T05:56:11.170494][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.91.151) 176ms
[2026-03-06T05:56:11.170923][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.104) 175ms
[2026-03-06T05:56:11.171318][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (104.21.53.179) 168ms
[2026-03-06T05:56:11.171616][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (2606:4700:3035::6815:35b3) 168ms
[2026-03-06T05:56:11.172695][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.72) 177ms
[2026-03-06T05:56:11.172989][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.121) 181ms
[2026-03-06T05:56:11.173387][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.195) 178ms
[2026-03-06T05:56:11.173332][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.38) 177ms
[2026-03-06T05:56:11.174016][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.230) 178ms
[2026-03-06T05:56:11.174062][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (104.21.18.88) 175ms
[2026-03-06T05:56:11.175124][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.91.155) 183ms
[2026-03-06T05:56:11.175404][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.22) 181ms
[2026-03-06T05:56:11.175824][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.91) 181ms
[2026-03-06T05:56:11.176687][DEBUG] ✓ UDP://d40969.acod.regrucolo.ru:6969 (176.99.7.59) 185ms
[2026-03-06T05:56:11.181017][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.22) 196ms
[2026-03-06T05:56:11.181377][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (2606:4700:3034::ac43:d819) 178ms
[2026-03-06T05:56:11.186659][DEBUG] ✓ UDP://tracker.fnix.net:6969 (5.255.124.190) 201ms
[2026-03-06T05:56:11.187008][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (172.67.216.25) 184ms
[2026-03-06T05:56:11.187352][DEBUG] ✓ UDP://tracker.torrent.eu.org:451 (91.216.110.53) 198ms
[2026-03-06T05:56:11.196162][DEBUG] ✓ UDP://tracker.torrent.eu.org:451 (89.234.156.205) 208ms
[2026-03-06T05:56:11.196529][DEBUG] ✓ UDP://tracker.gmi.gd:6969 (209.141.59.25) 197ms
[2026-03-06T05:56:11.207307][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.66.140.230) 172ms
[2026-03-06T05:56:11.212065][DEBUG] ✓ TCP://lucke.fenesisu.moe:6969 (207.211.184.229) 221ms
[2026-03-06T05:56:11.212464][DEBUG] ✓ UDP://tracker.xn--djrq4gl4hvoi.top:80 (154.201.75.73) 190ms
[2026-03-06T05:56:11.213637][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (104.21.56.230) 178ms
[2026-03-06T05:56:11.215602][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.66.132.230) 168ms
[2026-03-06T05:56:11.216721][DEBUG] ✓ UDP://tracker.therarbg.to:6969 (84.54.51.78) 211ms
[2026-03-06T05:56:11.218968][DEBUG] ✓ UDP://tracker.opentorrent.top:6969 (81.230.84.201) 214ms
[2026-03-06T05:56:11.219319][DEBUG] ✓ UDP://tracker.gmi.gd:6969 (2605:6400:20:6c::) 224ms
[2026-03-06T05:56:11.220543][DEBUG] ✓ UDP://2001:41d0:2:52b1::1:6969 (2001:41d0:2:52b1::1) 225ms
[2026-03-06T05:56:11.226629][DEBUG] ✓ UDP://tracker.1h.is:1337 (107.189.4.235) 194ms
[2026-03-06T05:56:11.229166][DEBUG] ✓ TCP://tracker.mywaifu.best:6969 (95.217.167.10) 243ms
[2026-03-06T05:56:11.231964][DEBUG] ✓ UDP://176.123.1.180:6969 (176.123.1.180) 235ms
[2026-03-06T05:56:11.236000][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.67.187.230) 167ms
[2026-03-06T05:56:11.236600][DEBUG] ✓ UDP://open.demonii.com:1337 (185.121.168.96) 213ms
[2026-03-06T05:56:11.237845][DEBUG] ✓ UDP://www.torrent.eu.org:451 (91.216.110.53) 248ms
[2026-03-06T05:56:11.241129][DEBUG] ✓ UDP://tracker.playground.ru:6969 (212.42.38.197) 242ms
[2026-03-06T05:56:11.245442][DEBUG] ✓ UDP://tracker.fnix.net:6969 (2a04:52c0:129:4157::a80) 259ms
[2026-03-06T05:56:11.251068][DEBUG] ✓ TCP://ttk2.nbaonlineservice.com:80 (54.39.48.3) 261ms
[2026-03-06T05:56:11.258486][DEBUG] ✓ UDP://retracker.lanta.me:2710 (37.235.176.37) 260ms
[2026-03-06T05:56:11.259108][DEBUG] ✓ UDP://ns575949.ip-51-222-82.net:6969 (51.222.82.36) 262ms
[2026-03-06T05:56:11.262836][DEBUG] ✓ UDP://tracker.ixuexi.click:6969 (173.201.36.219) 244ms
[2026-03-06T05:56:11.266574][DEBUG] ✓ UDP://2a03:94e0:ffff:185:243:218:0:213:80 (2a03:94e0:ffff:185:243:218:0:213) 263ms
[2026-03-06T05:56:11.269032][DEBUG] ✓ TCP://tracker.dhitechnical.com:6969 (140.235.237.23) 272ms
[2026-03-06T05:56:11.269391][DEBUG] ✓ UDP://51.81.222.188:6969 (51.81.222.188) 272ms
[2026-03-06T05:56:11.271276][DEBUG] ✓ UDP://tracker.srv00.com:6969 (91.186.213.204) 251ms
[2026-03-06T05:56:11.274616][DEBUG] ✓ UDP://www.torrent.eu.org:451 (2001:912:800:208::53) 284ms
[2026-03-06T05:56:11.275455][DEBUG] ✓ UDP://udp.tracker.projectk.org:23333 (2602:f93b:131:a:be24:11ff:fe79:fff7) 259ms
[2026-03-06T05:56:11.276171][DEBUG] ✓ UDP://tracker.torrent.eu.org:451 (2a03:7220:8083:cd00::1) 288ms
[2026-03-06T05:56:11.277483][DEBUG] ✓ UDP://tracker.bluefrog.pw:2710 (2a00:16b0:242:25::14) 281ms
[2026-03-06T05:56:11.278849][DEBUG] ✓ UDP://tracker.ixuexi.click:6969 (2a01:7a7:2:3ed6:225:90ff:fefb:3dfc) 260ms
[2026-03-06T05:56:11.285141][DEBUG] ✓ TCP://sukebei.tracker.wf:8888 (195.16.73.66) 301ms
[2026-03-06T05:56:11.286341][DEBUG] ✓ UDP://open.dstud.io:6969 (212.8.249.30) 271ms
[2026-03-06T05:56:11.296410][DEBUG] ✓ UDP://tracker.qu.ax:6969 (43.250.54.137) 281ms
[2026-03-06T05:56:11.304923][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (2606:4700:3036::6815:3985) 170ms
[2026-03-06T05:56:11.305654][DEBUG] ✓ UDP://tracker.t-1.org:6969 (2605:6400:30:f8f3:1f:b20a:a8c1:1337) 305ms
[2026-03-06T05:56:11.306573][DEBUG] ✓ UDP://tracker.qu.ax:6969 (2406:4fc0:1002::137) 284ms
[2026-03-06T05:56:11.307308][DEBUG] ✓ UDP://tracker.bittor.pw:1337 (2600:1900:4001:4b5:8000::) 307ms
[2026-03-06T05:56:11.311807][DEBUG] ✓ UDP://torrentvpn.club:6990 (31.57.241.202) 294ms
[2026-03-06T05:56:11.319490][DEBUG] ✓ UDP://tracker.breizh.pm:6969 (82.67.183.86) 305ms
[2026-03-06T05:56:11.320828][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (2606:4700:3035::ac43:a410) 170ms
[2026-03-06T05:56:11.321307][DEBUG] ✓ UDP://bittorrent-tracker.e-n-c-r-y-p-t.net:1337 (2605:6400:30:fad6::dead:c0d3) 303ms
[2026-03-06T05:56:11.330870][DEBUG] ✓ UDP://tracker.breizh.pm:6969 (2a01:e0a:ebd:2640:ba27:ebff:fe2c:db88) 309ms
[2026-03-06T05:56:11.455348][DEBUG] ✓ TCP://2c0f:f4c0::108:80 (2c0f:f4c0::108) 465ms
[2026-03-06T05:56:21.197134][DEBUG] ✓ UDP://uabits.today:6990 (163.5.63.253) 170ms
[2026-03-06T05:56:21.257421][DEBUG] ✓ UDP://udp.tracker.projectk.org:23333 (23.175.184.30) 217ms
[2026-03-06T05:56:21.265117][DEBUG] ✓ UDP://tracker.riverarmy.xyz:6969 (18.232.197.8) 239ms
[2026-03-06T05:56:21.275793][DEBUG] ✓ UDP://evan.im:6969 (74.119.150.221) 249ms
[2026-03-06T05:56:21.371964][DEBUG] ✓ UDP://6ahddutb1ucc3cp.ru:6969 (185.189.13.108) 347ms
[2026-03-06T05:56:21.410635][DEBUG] ✓ UDP://open.demonii.com:1337 (2a06:1280:f115::2) 370ms
[2026-03-06T05:56:31.215171][DEBUG] ✓ UDP://tracker.bluefrog.pw:2710 (88.80.22.67) 205ms
[2026-03-06T05:56:31.262464][DEBUG] ✓ UDP://bittorrent-tracker.e-n-c-r-y-p-t.net:1337 (107.189.2.131) 221ms
[2026-03-06T05:56:31.280182][DEBUG] ✓ UDP://bandito.byterunner.io:6969 (103.251.166.126) 254ms
[2026-03-06T05:56:31.305732][DEBUG] ✓ UDP://tracker.bittor.pw:1337 (34.66.57.33) 296ms
[2026-03-06T05:56:31.340711][DEBUG] ✓ UDP://44.30.4.70:6969 (44.30.4.70) 315ms
[2026-03-06T05:56:31.349257][DEBUG] ✓ UDP://tracker.srv00.com:6969 (147.45.77.75) 323ms
[2026-03-06T05:56:46.198714][DEBUG] ✓ UDP://tracker.t-1.org:6969 (107.189.7.165) 188ms
[2026-03-06T05:56:46.295818][DEBUG] ✓ UDP://tracker.plx.im:6969 (54.36.179.216) 271ms
[2026-03-06T05:56:46.307716][DEBUG] ✓ UDP://tracker.1h.is:1337 (2605:6400:30:f922:35d4:58f4:75eb:1337) 298ms
[2026-03-06T05:56:46.312835][DEBUG] ✓ UDP://tracker.waaa.moe:6969 (216.144.239.90) 302ms
[2026-03-06T05:56:46.403528][DEBUG] ✓ UDP://t.overflow.biz:6969 (187.56.163.25) 379ms
[2026-03-06T05:57:16.249139][DEBUG] ✓ UDP://tracker.opentrackr.org:1337 (93.158.213.92) 225ms
[2026-03-06T05:57:16.252151][INFO] 轮检完成 | 总:128 [v4:98 v6:30] | 在线:128 [v4:98 v6:30]
[2026-03-06T05:57:46.271868][DEBUG] ✓ TCP://ipv6.rer.lol:6969 (2408:8248:481:5b:5d95:b88b:f1ea:c8e7) 0ms
[2026-03-06T05:57:46.315774][DEBUG] ✓ UDP://admin.52ywp.com:6969 (60.172.236.18) 39ms
[2026-03-06T05:57:46.332383][DEBUG] ✓ UDP://tracker.iperson.xyz:6969 (120.78.150.131) 31ms
[2026-03-06T05:57:46.436358][DEBUG] ✓ TCP://tracker.renfei.net:8080 (2606:4700:3032::6815:3ab0) 163ms
[2026-03-06T05:57:46.436893][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.79) 158ms
[2026-03-06T05:57:46.437987][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.31) 167ms
[2026-03-06T05:57:46.438496][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.25) 167ms
[2026-03-06T05:57:46.438442][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.32) 168ms
[2026-03-06T05:57:46.439068][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.22) 169ms
[2026-03-06T05:57:46.439529][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.165) 163ms
[2026-03-06T05:57:46.439897][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.93.241) 161ms
[2026-03-06T05:57:46.439969][DEBUG] ✓ TCP://ipv4.rer.lol:2710 (211.97.119.76) 0ms
[2026-03-06T05:57:46.440513][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (104.18.19.205) 163ms
[2026-03-06T05:57:46.443329][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (104.25.73.167) 166ms
[2026-03-06T05:57:46.443800][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.212) 163ms
[2026-03-06T05:57:46.444237][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.29) 173ms
[2026-03-06T05:57:46.444306][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.25) 164ms
[2026-03-06T05:57:46.444858][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.30) 174ms
[2026-03-06T05:57:46.445870][DEBUG] ✓ TCP://207.241.226.111:6969 (207.241.226.111) 174ms
[2026-03-06T05:57:46.446324][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (2606:4700:3034::6815:36ba) 170ms
[2026-03-06T05:57:46.446692][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.198) 168ms
[2026-03-06T05:57:46.446981][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.121) 170ms
[2026-03-06T05:57:46.447028][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.28) 177ms
[2026-03-06T05:57:46.447678][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.137) 168ms
[2026-03-06T05:57:46.447739][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (2606:4700:3035::ac43:8d1a) 171ms
[2026-03-06T05:57:46.448027][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.91.151) 169ms
[2026-03-06T05:57:46.448336][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.27) 178ms
[2026-03-06T05:57:46.448903][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.240) 169ms
[2026-03-06T05:57:46.449188][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.26) 179ms
[2026-03-06T05:57:46.449610][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (104.21.18.88) 167ms
[2026-03-06T05:57:46.450006][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.83) 172ms
[2026-03-06T05:57:46.450579][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (2606:4700:3034::ac43:b584) 168ms
[2026-03-06T05:57:46.450899][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.23) 180ms
[2026-03-06T05:57:46.451209][DEBUG] ✓ TCP://tracker.renfei.net:8080 (2606:4700:3037::ac43:a266) 177ms
[2026-03-06T05:57:46.451254][DEBUG] ✓ TCP://tracker.renfei.net:8080 (172.67.162.102) 179ms
[2026-03-06T05:57:46.451865][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.29) 172ms
[2026-03-06T05:57:46.451933][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.23) 171ms
[2026-03-06T05:57:46.451991][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.161) 172ms
[2026-03-06T05:57:46.452526][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.24) 181ms
[2026-03-06T05:57:46.452811][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.91.155) 174ms
[2026-03-06T05:57:46.452862][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.93.3) 174ms
[2026-03-06T05:57:46.452896][DEBUG] ✓ TCP://tracker.renfei.net:8080 (104.21.58.176) 180ms
[2026-03-06T05:57:46.454002][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.93.55) 177ms
[2026-03-06T05:57:46.454337][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.171) 176ms
[2026-03-06T05:57:46.455701][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.22) 177ms
[2026-03-06T05:57:46.456033][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.104) 175ms
[2026-03-06T05:57:46.456081][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (2606:4700:3035::6815:35b3) 168ms
[2026-03-06T05:57:46.456819][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.52) 180ms
[2026-03-06T05:57:46.457240][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (104.21.53.179) 170ms
[2026-03-06T05:57:46.457591][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.195) 178ms
[2026-03-06T05:57:46.457961][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.91) 179ms
[2026-03-06T05:57:46.458299][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.230) 179ms
[2026-03-06T05:57:46.458246][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (172.67.181.132) 175ms
[2026-03-06T05:57:46.459304][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.38) 179ms
[2026-03-06T05:57:46.460147][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (2606:4700:3034::6815:1258) 178ms
[2026-03-06T05:57:46.460446][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.243) 180ms
